Unnamed: 0,ID,Text,Label
438,4265,"Kono manuser valo korte na Parle
Karo khotio koris na bujli",0
1300,1301,রানুর মেয়ে কে চুদি,1
582,4409,Darun bole6o dada,0
1360,1361,Raano mondol youtube calate pare ki na eyta dekho agee... 😀😀,0
549,550,@Binayak purkayastha মামির সাথে প্রেম করে খুব মজা পেয়েছিল মনে হয় krisno,1
1937,1938,গূদ,1
1188,1189,Ranur meye pc,0
3466,3467,Unar theke onek valo singer pore ache jara nijer talent ta dekhate pare na,0
853,4680,কাউয়া একখান 👿👿,0
27,3854,Pagli ta ke hatao,0
1075,5859,"amra sobai tomar pashe chilam pashe achi r pashe thakbo tmi avabei video
baniye jao 😊❤️  
dadar heaters ra dura thak😏",0
3082,3083,Nice bahi,0
683,5467,teacher ke ami support kori,0
262,4089,Ekdom dada darun bolechen,0
1018,5802,ekdm thk diye6u dada!!!! keep it up!! love from kolkata!!! 🤣🤣🤣,0
1072,1073,"Kaku, amar mote oi ganhin ranu mondal ke abor ter otite fireye deba hok",0
21,4805,ai salara ki mnus...,0
3496,3497,Oms laglo video ta,0
741,4568,"রানু মন্ডল-আমি তো জানি আমি কে।
আমি-তুমি বড়ো বাল।",0
1518,1519,"Seriously ,sympathy boro reason .",0
1180,5964,khub valo hoye6e dada,0
993,994,ukunala bhikari....hahahah,0
428,4255,"পরিমনির জায়গা ফীড
পরিমান ছাড়া।",0
964,5748,darun bhai darun,0
1183,5967,দারুন হয়েছে 😂😂😂,0
609,5393,sali sowar ki shakal,0
695,5479,**sobai kakhono ekrakom hoyna. tumi eto bawro bawro kawtha bolcho keno??!!**,0
2535,2536,ও সারা শুয়োরের বাচ্চা খানকির বাচ্চা মাগির বাচ্চা শালা হিজরা,1
1793,1794,Ranu dd ektu pagol,0
2554,2555,Baiman Ranumandal,0
585,586,"Dear Viewers Amader deshe repist Der eto utpat kno jano perliament eder Jonno
fansir bill pass kore na",0
591,592,"পতিতাদের জীবন খুব দুঃখের প্লিজ ওদের নিয়ে কোনো মজা করবেন না ওরা পেটের দায়ে এই
খারাপ কাজ করে তাই ওদেরকে নিয়ে কোনো বাজে কথা বলবেন না",0
2393,2394,এটা নাকি নায়ক??,0
2983,2984,Nice apnar Kotha Gulo onek sundor,0
838,5622,khub valo,0
358,359,"আমাদের হিন্দুদের কলঙ্ক সৃজিত..শালা আর মেয়ে পেলো না , গাই বাছুর সহ বিয়ে তাও
আবার মুসলিম মেয়ে",0
1091,5875,👍👍👍👍👍,0
3758,3759,Asole Ranu Mondol akjon khub kharap Okritoggo manush,0
107,108,"বিচার মোটামুটি ভাল হয়েছে বাংলাদেশে তো কিছুদিন পর মুক্তি পায়। আর বলে আত্মহত্যা
করেছিল।",0
1368,1369,Pagli to pagli hoti hai,0
738,4565,Khun Valo bolle dada,0
354,4181,Apnar last kotha ta darun laglo,0
281,4108,Sabai ke mere dau,0
995,5779,bhogoban airlines e kore uni ranaghat theke bombay gechen,0
3470,3471,Waw. khub Valo .... .....,0
882,5666,video dekhar agei like dilam,0
662,663,মিরনময় দাদা আমি তোমার বড়ো fan,0
2953,2954,"Indian idols all practices ka ranu Mondol ka ja diyaca ta sob odar ka doya
ocit",0
750,751,"Ranu do boka ,ok khoma more din",0
2936,2937,Tomader pod pakamor jonno,0
418,419,Vikarir baccha vikari hoy,0
3369,3370,ei aporad er ektai saja.pokase fasi daya,0
330,4157,Kothai aita?,0
3643,3644,Facebook page guru in nu,0
139,3966,পায়ের জুতোকে মাথায় তোলা উচিত নয়,0
1859,1860,Mazzia bahi,0
54,55,বাস নিয়ে ভোরে দিতে হবে শালী কে,1
2173,2174,<https://youtu.be/W5gbUq12NAY>,0
2796,2797,tor gude bara sali khanki magi,1
412,5196,"oi moila na thakle loke to vikkha debe na tai moila makhto bt uni jevabe
vikari der kotha bolchen uni onar ojante nije keo bollo faltu mohila",0
688,4515,Khub vlo hoye6e,0
427,428,Jannati Munjia একদম ঠিক বলেছেন,0
3516,3517,Good Video vai,0
626,4453,Ba.dada ki dihechyo,0
461,4288,Ranu kutti,0
3563,3564,"@Anindita Maity 4 দিন ডিপার্টমেন্ট বন্ধ ছিলো তাই ফ্রি ছিলাম, আজ খুলেছে তাই 3
টা থেকে ফুল ব্যাস্ত হয়ে যাবো ল্যাবে, আর হ্যা আপনি বরং ঐসব ফালতু মনগড়া
ধর্মকাহিনী না পড়ে একটু লেখাপড়া করুন আর নিজেকে মহাজ্ঞানী ভাবা বন্ধ করুন, যদিও
আপনার অবস্থাটা বুঝি এইসব গল্প কেনো মন দিয়ে পড়েন😂😂",0
113,4897,"januarer baccha, jamai",0
584,585,"eta ekta gandu
r jara er kathai hasche tara vhebe dekho keno haschho",0
110,3937,"জানি তোর পেটে বিদ্যা নেই, তাই গুছিয়ে কথা বলতো পারিসনা",0
711,5495,2013 saal er ghotona eti.... bohudin age thekei egulo ghotche....,0
1029,1030,অসভ্য রানু মন্ডল,0
323,324,🙄🙄🙄🙄🙄🙄,0
571,5355,chal be madarchod randi,1
2156,2157,@Bengal factor email priyankamahato946@[gmail.com](http://gmail.com/),0
2860,2861,Comments porbo only 😥😥😥,0
1997,1998,Ara morece valoi hoyece.... Sohor teke 2to nongra bidai hoyece.,0
809,4636,Sala India er no 1 khanki magi.....kuttaar mattoo gola.,1
837,5621,tumi akdom thik bolechho,0
2050,2051,"Sala baler singar ,dust bin yer mal dustben yei rakha ucit, world bigest
animal halo ranu mondal,or gaan sunlei amar jhat garam hoye jai,majhe majhe
vabi oke tene hijre pathe bose thala dhariye dei,😡😡😡😡😡😡😡",0
2790,2791,Ek dom sotti,0
1232,1233,Sera Sera 😂🤣,0
810,811,Ranu Mandal ke Juta,0
311,312,ak dam Thik bole Chen Dada Apnar sob kotha Thik,0
326,4153,অহংকার রেন্ডি,1
2661,2662,জানোয়ার গুলোর ফাঁসি চাই,0
300,301,"যখন অতীন্দ্রদার মতো মানুষের প্রতি তার কোনো কৃতজ্ঞতা বোধ নেই । তখন টলিউড ,
বলিউডের যিনি তাকে যত উপরে নিয়ে যাবে এক দিন তার উদ্দেশ্যেই অশালীন মন্তব্য করে
তার সম্মান হানি করবে এই রানু মন্ডল। আসলে ছোট লোক সে ছোট লোকই হয়। আমার মতে ওকে
জুতার মালা পরিয়ে সম্মান জানানো উচিত।",0
3303,3304,Tnx dada bolar jonno,0
3762,3763,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
3733,3734,"onar jodi ohonkaar nao thakto tao khub beshidur jeten bole amar mone hoyna,
ami janina songeet bishesoggyo ra unar konther modhhe ki jadu dekhechen, amar
oti sadharon legeche or gola, sudhu tai na, kingbodonti sob shilpi der sathe
fotafot jara or tulona korechilen tader dekheo hasi pacche",0
2748,2749,Ra uni chital,0
855,856,Thik kotha bolecho,0
636,4463,Vikari chudi ranu magi,1
509,5293,sali budhi,0
1779,1780,Tumi mirakkel e giyechile na?,0
264,4091,হা রানু মন্ডল এর বেইমান আর কেউ নেই,0
906,4733,🤣🤣🤣🤣ranu pagili 🤣🤣🤣🤣🤪🤪🤪🤪🤪,0
778,5562,naic bhaiya apnar frand hoy gelam asa kori valo lagbe,0
3375,3376,"বাংলা ছবির বদনাম তোরাই আমার মনে হয় না পরীমনি নায়িকা হওয়ার পরে সিনেমা হলে
গিয়ে পরিমনির একটা ছবি দেখছি এমনকি ইউটিউব ফেসবুকেও না লাগলে বাংলা ছবি দেখবে না",0
3506,3507,"HAHAHAHSHAHA MOJAR VDO, RANU MOBDOLER GAAN R SUNTE ICHCHE KORE NA ,PATLA AWAAJ
BANIE BEKAR GAE,ER THEKE HAJAR GUNA BHALO BHALO SINGERS TV REALITY SHOW TE
ASE, HIMESH EKTA FLOP ACTOR NIJER CINEMA HIT KORAR JONNO RANU KE USE KORCHHE.",0
479,5263,stti ranu fake,0
2885,2886,"ভাই প্লিজ ভিডিও টা ডিলিট করুন। কেন তাদের যন্ত্রণার উপর লবন ছিটাচ্ছেন? পেটের
দায়ে গরীবের টাকা চুরি না করে, দেহ ব্যাবসা করে লোফারদের থেকে টাকা অর্জন করছে।
এতে আপনার কি আসে যায়।
আপনি আবার বলছেন ভাইরাল হওয়া দরকার, ছিঃ ছিঃ কি নীচ মানসিকতা আপনার!!",0
2808,2809,Kuttar pete ghi hojom hoy na...,0
2340,2341,একদম ঠিক বলেছো l,0
337,338,Darun jukti,0
18,3845,Ranu mondal loger,0
14,3841,Lowra lound chaba...... Jhat amr,1
2736,2737,দাদা এটা কোন জায়গা ঠিকানা টা দিন,0
676,4503,Darun😂😂😂,0
1214,1215,বা আজব তো 😂😂😂😂😂,0
1258,1259,O kotota poriska,0
117,4901,নাইচ,0
9,4793,"best giris jain a katha. khub valo katha bolen. ami daily ata dekhi. ai
somasta vdo r madhayme conseuse somvab",0
2799,2800,Fatiya diyecho bos,0
1865,1866,Ami tomar channel a notun dada khub valo laglo🥰❤️🥰,0
143,144,Sala janoyar ar bacha gulo nejar ma o sujok pala chraba na,0
1125,1126,Phone number ta deba bhai tomar. Amar namber 8617327437,0
3254,3255,কোন মেয়ে মুসলিম নয়,1
2939,2940,"Allah ohongkari k prochondo Kore na, ranu didir poton to hobe,,",0
2962,2963,ভিখারীরা ভিখারিই হয় যারা রানুর মতো মেয়ে হয়।,0
1768,1769,রানুর গালে গালে জুতা মার তালে তালে।,0
2568,2569,Onake aber onar purono jaigai bosiye deoya uthit,0
479,480,বাজে মে রানু,0
732,5516,sasti copy...pagli chudi,1
389,5173,ei kotha gulo or meye shikhiyechhilo.,0
2272,2273,Khokan Majhi,0
228,229,রানু মণ্ডলের কুকুরের নাক ওকে পুলিশ ডোগের চাকরি দাও জিবোনে বেশি সফল হবে,0
745,5529,thanks vai,0
1338,1339,ওর গান শুনে বমি হয়,0
200,4984,mafarsud ranumonful,0
212,4996,"ঠিক বলেছো দাদা, ফালতু রানুদি",0
1577,1578,Bhai darun 👍👍👍,0
72,3899,"Baba Raanu Mondal j High-class Bhikaari chilo tai to akon Taakar chomok e akon
tar Maatha puropuri Kharap hoye giyeche Ahonkaare aito Aakashe Ooda ta Beshi
Din tikbe Naa Karon Bhogobaan Jodi Kichu Dyechen taar jonno kirtoogo howa
uchit r nijer Ottit ki sob somoy Mone Rakha uchit j aage ki chilam r Bhogobaan
akon amaye ki baniyechen Je Deete pare se Sob Kede nyewar o khomota rakhen tai
Ahonkaare nije k Beshi Bodo bhebo Naa",0
1462,1463,Dada shei video...purai kop...🤣🤣,0
560,5344,jao jakar apni gand marao,1
680,4507,Apni eto gulo ajob khbor pan kotha theke,0
2967,2968,"শ্রীজিৎ হচ্ছেন হাতমারা কাশেম আর মিথিলা হচ্ছেন আংগুল মারা পার্বতী তাই দুজনে ঠিক
করেছেন দূরদূরান্ত থেকেই হাত মেরে আর আংগুল মেরে তাদের জীবনটা কাটিয়ে দেবেন আর
হোয়াটসঅ্যাপে সাইবার করবেন তাইতো এখন শ্রীজিৎ হচ্ছে কলকাতায় মিথিলা হচ্ছে
সুইজারল্যান্ডে",0
477,478,"6i 6i 6i jar mobitti jemn se to temon e bolbe ...... Sob manus kei tar chakor
mone hoy tai jonno",0
1556,1557,Accha ai gulo ki sortti,0
1896,1897,Tui apu nasthik,0
812,4639,Meyera besi lovi hoy,1
513,514,"Valo laglo.but juto Mara ta dekhale valo hoto.besi valo hoto.nahole golpo
sonachen Mone hochhe",0
836,837,বাড়া টাকে চুপ করা,1
712,713,"নামটা ঠিক হয়নি, এটা বাস্তবে সম্ভব",0
309,5093,ওয়াও খুব সুন্দর ভিডিও ভাই খুব ভালো লাগলো,0
388,5172,ranu dir moto or meyeke aage station a boste bolo.,0
1823,1824,"Darun dada 😍😍
Ghema laglo video ta ..bepok...",0
2622,2623,"আপনাদের কি হয়েছে একজন দরিদ্র মানুষ এই ভাবে গান করলে কি হয় মায়ের মত মানুষটাকে
অস্মান অপমান করা কা টিক সে পাগল হওক নরেদ্র মোদি রাস্তায় রাস্তায় চা ভিক্রি করত
তাকে ঘৃণা কর ভাল লাগলে লাইক দেবেন",0
166,167,একদম ঠিক বলছেন দাদা,0
100,101,"ভাই, তুমি যে heading লিখেছ, কয়েল মল্লিক জুতা ছুড়ে মারলো, তার ভিডিও টা কোথায়?
গাধা কোথাকার!",0
1282,1283,বাহ রানুদি বাহ🤣🤣🤣,0
352,4179,"শুধু কমে্ন্ট ই করবেন বাস্তবে,,,,,,,,কিচ্ছু করতে পারবেন না।🙏🙏🙏🙏🙏🙏🙏🙏",0
2520,2521,"Baal beta oder jaigay dariye dekh kmn lage ?? Peter daye krchhe Vai .baler
video bananor jnoo Tumi ja krchho thikna",0
2969,2970,"Jedin ghotona ta jenechilam vabteo voi peyechilam ki Kore eto gulo janawar
ekta mey ke rape korlo murder korlo tateo Mon bhorini paa o chire dilo.. mey
hoye jonmo niye Koto bhul hoye geche amader, kothao nirapod noi.. oi durvaga
ma baba Bhai der konodin o santona dewa jabe na..",1
622,623,Akdom tik,0
1159,5943,"a da, reply kor instagram a",0
789,790,amar gane tui hole guder bata bancod vikarer baccha ohonkar maracho rande,1
156,3983,সালারা ভাই বোনের প্রেম বলে মিথ্যে শিরোনাম দিস লজ্জা করে না তোদের,1
474,475,DADA LV U,0
493,4320,Ranu ba ranu ba,0
2817,2818,Muslim chhela der dhon keta dewooaa uchitt.....,0
725,5509,meya ta ki sundar dekhtay ekdam saral sadasidhay futfutay ranir moto😢😢😢,0
1136,1137,Darun Dada....hebby dilen ...,0
2054,2055,Srijet k dekhai mone hai kharup manus,0
431,5215,তোমার কেনো ফাটে বন্ধ তোমার কেনো ফাটে,0
417,4244,Upnar kotha ta akdom sotti,0
3250,3251,বিক্ষারী আর কি বলবে,0
3031,3032,শালার ফকির,0
1150,1151,"পিট হিতিরে
মাগির এই গান আমার কানে আসলে আমার মাথা আর ঠিক থাকেনা মনে কয় খালি তারে জুতা দিয়া
পিটি",1
276,5060,chotto chele tomar hasi ta ato cute 😅😅valo laga,0
2833,2834,কর্পোরেট নারীরা কী পতিতা-দের থেকে কম??,1
488,489,Agni khoob Bhalo,0
674,5458,"abba em cheppinav itla cheppe badul nuvve oka cinema tesi itla tesetollaki
buddhi chepparade 🤣🤣",0
2499,2500,kon jaiga ata,0
3285,3286,👠👠👠👠,0
795,5579,darun darun...,0
1826,1827,Super ra vai,0
910,5694,😂😂😂😂🤣🤣🤣,0
599,4426,না না টিক আছে😃😂😁,0
3651,3652,Khangi,1
664,4491,মিষটার জয় জারজ তাহলে- অপু মেডাম ???,1
817,818,Magi k juta mari khanki magi re,1
108,109,Fasi dau fasi,0
463,4290,ভাই বারুইপুর কোন জায়গাই,0
1699,1700,"বলদ,",1
1912,1913,"r8, akdom shotti kota",0
1828,1829,"momota didir choto boin ranu didi..
oder ja vasa mukhe neoya tay tan...",0
3442,3443,Akdom tik.bola6o,0
672,4499,রানু খানকি মাগী নিজেকে কি ভাবে,1
159,4943,acha uni ki ekhon gan korche nki,0
808,4635,"Ranu mandal akta pagol..
Ata to nissoy",0
1706,1707,"ওরে শালী এতই খারাপ ।নিজের সামীকে মেরে ফেললি।এইসব মেয়েদের কোন কথা হবে না সোজা
কথায় একদম ফাসি।",1
1979,1980,তারা তো আপন ভাই বোন ছিল না তাড়াতাড়ি ভালোবাসা হওয়াটাই স্বাভাবিক,1
2510,2511,"@FunMasti Tv khankir chele Tora to baba mara make chudis abar bon ke biye
korir toder bal ki bojhabo😈👿",1
670,5454,u r dalal of ranbir and karan johar...,0
269,270,"এই ধরনের যারা ভিডিও করে, তাদের কে জান্ত পুড়িয়ে মারা উচিৎ,",0
858,5642,darun,0
203,4030,Vai or muk dakla na amar lati ta voi pai,0
3137,3138,😠😠😠😡😠,0
2247,2248,"দিদি যে বৃক্ষ ছায়া দেয়, তার এক একটা পাতা আদরনীয় হয়ে থাকে। দিদিকে খুব ভালো
বেসেছিলাম, তা আর...........
Very sad",0
641,5425,ai chele maye 2 ta abal.. bolod...a,1
2514,2515,জায়গা টা কোথায়,0
756,757,"@Soumen Mondal
☺2/4 te kharap manus ar jonno to sobai ke kharap bolo uchit na tai na",0
878,5662,দাদা তুমি হিন্দি তে video বানাউ,0
1052,1053,Vai aita kon jaiga,0
1357,1358,"এই মহিলা খুব বাজে,,,,,,, বিবেক বুদ্ধি কিছুই নেই, বেইমান,",0
1611,1612,Bapok diyecho .......👍👍👍👍👍,0
583,5367,randi,1
879,5663,khub sundor hoyeche vaijan,0
99,100,এই গলো ভালো না,0
2907,2908,Ranu shali bokachada,0
703,4530,RANDI,1
1350,1351,Kutta ranu,0
858,4685,Ki diyacho dada fatiya diyacho omg,0
890,891,Thik আমি খুব খুশি হলাম তোমার কথা গুলো শুনে আমি তোমার সাথে এক মত,0
1510,1511,তোর মারে চুদি সালি??,1
2417,2418,Payar juto mathau tulte nai.,0
184,185,dada kothy eta,0
444,5228,￰রাণু দি কে নিয়ে এরকম নতুন ভিডিও আবার কবে করবে দাদা ??,0
1279,1280,Vikke cheye khaoya manush hut Kore dami celebrity manush hoyeche to Tai erokom,0
1081,5865,darun asm 😂😂😂😂,0
546,5330,randi mode on,1
2037,2038,যার মুখে যেমন সাজে সে তেমনি কথা বলেছে!,0
2285,2286,খুব ভালো বলছেন দাদা,0
35,36,বাস দাও,0
798,4625,বাল রানু দি বাল,0
132,4916,"ki ruchi. ma baba thekeo jeno mara geche. just 9th e pore hardly 15 16 hobe. r
ei age i b.a",1
3431,3432,"আমি দাদা Kuwait থেকে বলছি
রানুর মুখের কয়লার জল দিয়ে ঘষে দেওয়া উচিত
রানু একটা পাগল
দুই দিনের নাটক
আবার রানাঘাট স্টেশনে চলে আসবে
কি তাই না বন্ধুরা
আসা করি সবাই ভালো আছো
হরে কৃষ্ণ 🙏",0
887,5671,darun bolecho dada..khub valo laglo,0
699,4526,All Muslim khanki,1
3302,3303,কুকুরের লেজ কোনোদিন সোজা হয় না,0
635,636,এই কংকি মাগি তর লয়জা নাই,1
270,4097,@440 VOLT BANGLA dada..ekta no. Dio na amay..ekhane astam..kono bhoy nei to.?,0
939,940,Jato gudir beta eta darun chilo,1
280,281,Akdom e tik kotha,0
1917,1918,awesome..khub valo laglo,0
570,4397,মানুষের অহংকার মানুষের পতনের কারণ,0
